Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1213,David,Davis,40,HR-Texas,Inactive,19-Apr-20,77751.78,david.davis@example.com,9802714871,Excellent,FALSE
EMP1214,Grace,Williams,25,HR-New York,Active,14-Oct-21,115157.81,grace.williams@example.com,7178333210,Good,FALSE
EMP1215,Frank,Jones,30,Admin-Texas,Inactive,26-Aug-24,83071.85,frank.jones@example.com,6025643470,Poor,FALSE
EMP1216,Heidi,Brown,40,Sales-Texas,Active,08-Feb-20,67914.67,heidi.brown@example.com,2871539914,Excellent,TRUE
EMP1217,Grace,Jones,25,HR-New York,Inactive,06-Sep-20,53342.46,grace.jones@example.com,6686334140,Poor,FALSE
EMP1218,Heidi,Garcia,25,Cloud Tech-Florida,Pending,02-Jan-23,51150.47,heidi.garcia@example.com,1159319524,Excellent,FALSE
EMP1219,David,Davis,30,HR-Florida,Active,13-Jun-23,74697.12,david.davis@example.com,6904098365,Average,TRUE
EMP1220,Charlie,Williams,25,Sales-California,Active,13-Dec-22,88085.74,charlie.williams@example.com,5528993159,Excellent,TRUE
EMP1221,Alice,Williams,40,Finance-Texas,Pending,03-Mar-22,118672.76,alice.williams@example.com,8752437728,Poor,FALSE
EMP1222,Alice,Miller,35,Cloud Tech-California,Active,10-Feb-24,95997.31,alice.miller@example.com,4209548148,Average,FALSE
EMP1223,Frank,Brown,30,Cloud Tech-California,Pending,24-Nov-21,106945.62,frank.brown@example.com,7374605232,Average,FALSE
EMP1224,Heidi,Johnson,40,DevOps-New York,Active,09-May-20,100123.15,heidi.johnson@example.com,276420864,Average,FALSE
EMP1225,Alice,Johnson,35,Admin-Texas,Active,19-Dec-24,52933.42,alice.johnson@example.com,6756618442,Poor,TRUE
EMP1226,Grace,Jones,32,Finance-California,Active,22-Mar-24,95283.03,grace.jones@example.com,8612590471,Good,FALSE
EMP1227,Alice,Miller,35,HR-Texas,Inactive,13-Jun-22,112264.06,alice.miller@example.com,9277423329,Good,FALSE
EMP1228,Grace,Smith,35,Admin-Florida,Pending,15-Oct-22,75714.28,grace.smith@example.com,5912662014,Good,TRUE
EMP1229,Eva,Jones,25,DevOps-Florida,Active,31-May-22,92171.73,eva.jones@example.com,7201859625,Poor,FALSE
EMP1230,Eva,Miller,35,Cloud Tech-Texas,Inactive,15-Sep-23,70694.8,eva.miller@example.com,3013674925,Average,TRUE
EMP1231,Grace,Brown,30,DevOps-Florida,Inactive,04-Jul-22,52964.86,grace.brown@example.com,1764750110,Good,TRUE
EMP1232,Frank,Brown,32,Finance-California,Pending,08-Jun-24,116353.31,frank.brown@example.com,1783099973,Poor,TRUE
EMP1233,Grace,Brown,35,Sales-Nevada,Pending,23-Nov-20,116695.26,grace.brown@example.com,1926764920,Good,FALSE
EMP1234,Heidi,Brown,25,Admin-Texas,Active,13-May-24,95161.4,heidi.brown@example.com,5182606887,Excellent,FALSE
EMP1235,Alice,Brown,32,Admin-Nevada,Inactive,29-Jan-22,76040.94,alice.brown@example.com,7189813128,Good,TRUE
EMP1236,Charlie,Miller,32,HR-Florida,Inactive,23-Aug-23,69508.28,charlie.miller@example.com,2087510292,Good,FALSE
EMP1237,Alice,Miller,30,Finance-Illinois,Inactive,24-Feb-23,58243.27,alice.miller@example.com,2184011844,Average,FALSE
EMP1238,Heidi,Williams,30,Sales-California,Pending,02-Oct-22,64012.48,heidi.williams@example.com,8260340847,Poor,TRUE
EMP1239,Bob,Garcia,40,Admin-Nevada,Inactive,28-Jun-20,106735.93,bob.garcia@example.com,7297585987,Average,TRUE
EMP1240,Frank,Johnson,35,DevOps-Texas,Pending,15-Jan-23,70325.36,frank.johnson@example.com,3103032431,Average,FALSE
EMP1241,Charlie,Davis,30,HR-Illinois,Active,05-Sep-20,118959.28,charlie.davis@example.com,9839542960,Average,TRUE
EMP1242,David,Brown,40,Cloud Tech-California,Pending,18-Mar-23,75823.78,david.brown@example.com,8446267145,Average,FALSE
EMP1243,Charlie,Smith,32,Cloud Tech-Texas,Inactive,26-Mar-22,119971.65,charlie.smith@example.com,2831435988,Average,FALSE
EMP1244,Grace,Davis,40,Sales-Texas,Active,11-Oct-21,94963.7,grace.davis@example.com,2625660930,Good,FALSE
EMP1245,Frank,Miller,30,Sales-Nevada,Pending,07-Jan-21,103744.71,frank.miller@example.com,4181861514,Average,FALSE
EMP1246,Alice,Smith,25,Sales-New York,Inactive,03-Dec-20,61337.69,alice.smith@example.com,5423401635,Average,TRUE
EMP1247,David,Smith,35,Sales-California,Active,28-May-21,63741.13,david.smith@example.com,1128497184,Poor,TRUE
EMP1248,Eva,Smith,30,DevOps-California,Pending,28-Dec-22,56539.99,eva.smith@example.com,9484910255,Excellent,TRUE
EMP1249,Charlie,Williams,30,DevOps-Illinois,Pending,24-May-23,73633.37,charlie.williams@example.com,2588967923,Good,TRUE
EMP1250,Alice,Miller,25,Cloud Tech-Texas,Pending,28-Apr-24,90373.99,alice.miller@example.com,822269404,Good,FALSE
EMP1251,Grace,Smith,32,DevOps-Texas,Inactive,25-Dec-24,93901.48,grace.smith@example.com,3967275783,Good,FALSE
EMP1252,Eva,Brown,40,Admin-Nevada,Inactive,01-Sep-21,81748.09,eva.brown@example.com,4683414650,Average,TRUE
EMP1253,Charlie,Jones,40,Finance-Florida,Inactive,21-Feb-21,73813.48,charlie.jones@example.com,1131290147,Average,FALSE
EMP1254,Frank,Smith,35,Finance-New York,Inactive,20-Nov-22,89315.59,frank.smith@example.com,7068277880,Average,FALSE
EMP1255,Heidi,Williams,25,HR-Florida,Active,15-Oct-20,56776.82,heidi.williams@example.com,6093068537,Poor,FALSE
EMP1256,Grace,Davis,32,Finance-New York,Active,24-Jul-24,72920.51,grace.davis@example.com,9097283214,Excellent,TRUE
EMP1257,Frank,Miller,30,Admin-Florida,Pending,14-Aug-22,84913.18,frank.miller@example.com,2850676250,Average,TRUE
EMP1258,Alice,Garcia,25,Finance-Illinois,Inactive,08-May-21,65060.11,alice.garcia@example.com,5381447442,Excellent,TRUE
EMP1259,Alice,Williams,35,Finance-Illinois,Pending,09-Oct-23,82941.08,alice.williams@example.com,963480796,Poor,FALSE
EMP1260,Bob,Smith,40,Admin-California,Pending,19-Jan-22,103469.97,bob.smith@example.com,509754509,Good,TRUE
EMP1261,Grace,Miller,25,Sales-Illinois,Active,12-Jan-22,88725.6,grace.miller@example.com,5265016730,Average,TRUE
EMP1262,Heidi,Jones,32,HR-Illinois,Pending,05-Jun-23,58316.77,heidi.jones@example.com,8826170242,Excellent,TRUE
EMP1263,Grace,Smith,35,HR-Illinois,Inactive,26-Mar-24,60098.72,grace.smith@example.com,7654562840,Excellent,TRUE
EMP1264,Grace,Williams,32,Cloud Tech-Texas,Active,07-Oct-20,99951.43,grace.williams@example.com,7722560530,Average,TRUE
EMP1265,Heidi,Johnson,30,Sales-Illinois,Active,02-Nov-21,115195.81,heidi.johnson@example.com,3402665022,Good,TRUE
EMP1266,Grace,Brown,32,DevOps-California,Pending,19-Nov-21,85512.05,grace.brown@example.com,7416787255,Good,FALSE
EMP1267,Heidi,Garcia,32,HR-Florida,Active,24-Jan-22,73186.77,heidi.garcia@example.com,8621102257,Good,FALSE
EMP1268,Grace,Davis,32,HR-Nevada,Pending,12-Jul-23,51865.3,grace.davis@example.com,305690673,Poor,TRUE
EMP1269,David,Williams,25,Sales-Florida,Active,09-Dec-22,94031.77,david.williams@example.com,4716392822,Excellent,TRUE
EMP1270,Grace,Miller,30,DevOps-New York,Active,18-Mar-23,116374.36,grace.miller@example.com,4143637188,Excellent,FALSE
EMP1271,Alice,Garcia,40,HR-Florida,Active,25-Apr-22,98335.02,alice.garcia@example.com,2392312603,Excellent,FALSE
EMP1272,Heidi,Garcia,25,DevOps-New York,Pending,28-Feb-21,89262.07,heidi.garcia@example.com,3260931065,Poor,TRUE
EMP1273,Heidi,Garcia,32,Finance-California,Active,30-Jul-22,113848.69,heidi.garcia@example.com,8433567085,Excellent,TRUE
EMP1274,Frank,Smith,35,Sales-Florida,Active,19-May-21,69530.45,frank.smith@example.com,414545634,Poor,TRUE
EMP1275,Eva,Brown,35,DevOps-New York,Pending,14-Dec-23,84230.22,eva.brown@example.com,200053473,Good,TRUE
EMP1276,Eva,Smith,35,Cloud Tech-Illinois,Pending,17-Jan-23,76578.59,eva.smith@example.com,9162475540,Average,FALSE
EMP1277,Frank,Miller,30,HR-Texas,Inactive,02-Jan-24,55532.06,frank.miller@example.com,1082555988,Excellent,TRUE
EMP1278,Eva,Smith,40,Admin-New York,Pending,09-Jul-21,115311.68,eva.smith@example.com,5343961128,Excellent,TRUE
EMP1279,Charlie,Johnson,25,Sales-Nevada,Pending,05-May-21,66972.06,charlie.johnson@example.com,1093371188,Good,TRUE
EMP1280,David,Brown,30,Cloud Tech-Texas,Inactive,07-Nov-21,100215.06,david.brown@example.com,5473820235,Average,TRUE
EMP1281,Charlie,Brown,25,Sales-New York,Inactive,30-Aug-23,115452.25,charlie.brown@example.com,8485571616,Poor,FALSE
EMP1282,Heidi,Miller,30,HR-California,Inactive,15-Aug-23,54141.38,heidi.miller@example.com,6880294239,Average,FALSE
EMP1283,David,Davis,32,DevOps-Nevada,Active,24-Dec-20,79251.95,david.davis@example.com,9036788126,Good,FALSE
EMP1284,Alice,Johnson,40,Finance-New York,Pending,21-Nov-24,114822.78,alice.johnson@example.com,8686694319,Good,TRUE
EMP1285,Alice,Williams,35,Sales-Illinois,Active,17-Nov-21,69919.32,alice.williams@example.com,2939087883,Average,TRUE
EMP1286,Heidi,Smith,30,Sales-Florida,Inactive,29-Jan-21,106616.97,heidi.smith@example.com,4344812307,Poor,FALSE
EMP1287,Heidi,Jones,35,DevOps-New York,Active,17-Feb-24,73597.85,heidi.jones@example.com,3402424032,Poor,TRUE
EMP1288,David,Smith,30,Sales-Nevada,Inactive,20-Aug-24,79939.23,david.smith@example.com,8105955183,Excellent,TRUE
EMP1290,Grace,Smith,30,Finance-California,Inactive,10-Sep-21,90772.25,grace.smith@example.com,2408916497,Average,FALSE
EMP1291,Eva,Williams,35,DevOps-New York,Active,29-Sep-23,58275.74,eva.williams@example.com,3735439626,Good,FALSE
EMP1292,Grace,Smith,32,DevOps-California,Pending,28-Aug-20,94709.79,grace.smith@example.com,3652717271,Excellent,FALSE
EMP1293,Frank,Johnson,32,Admin-New York,Active,06-Sep-22,60722.99,frank.johnson@example.com,2397240421,Excellent,TRUE
EMP1294,Frank,Johnson,40,DevOps-Illinois,Inactive,31-Mar-24,87626.24,frank.johnson@example.com,6931216375,Good,TRUE
EMP1295,David,Brown,30,DevOps-Illinois,Active,12-Dec-22,81272.36,david.brown@example.com,1820916600,Poor,FALSE
EMP1296,Bob,Miller,32,Cloud Tech-Texas,Pending,01-Nov-22,64150.97,bob.miller@example.com,23142899,Good,TRUE
EMP1297,Charlie,Davis,35,Sales-Florida,Active,25-Oct-23,64378.1,charlie.davis@example.com,1851327971,Poor,FALSE
EMP1298,Bob,Jones,32,Finance-Texas,Inactive,27-Sep-20,85927.35,bob.jones@example.com,4572308480,Good,FALSE
EMP1299,Alice,Garcia,32,Finance-Nevada,Inactive,21-Jan-24,51523.93,alice.garcia@example.com,18418619,Average,TRUE
EMP1300,Alice,Smith,30,Sales-Texas,Active,17-May-22,74117.02,alice.smith@example.com,3036625435,Poor,FALSE
EMP1301,Alice,Smith,25,Finance-Texas,Inactive,17-Apr-22,62598.69,alice.smith@example.com,1721314518,Average,TRUE
EMP1302,Grace,Williams,35,Finance-Florida,Inactive,08-Feb-22,55617.5,grace.williams@example.com,5151092267,Excellent,TRUE
EMP1303,Charlie,Miller,35,Cloud Tech-New York,Pending,15-Mar-22,87018.98,charlie.miller@example.com,5926249450,Good,TRUE
EMP1304,David,Johnson,25,Cloud Tech-California,Inactive,11-Oct-23,100336.58,david.johnson@example.com,4754102251,Excellent,TRUE
EMP1305,Grace,Jones,30,Admin-Florida,Inactive,13-Nov-20,69295.48,grace.jones@example.com,6771196420,Excellent,FALSE
EMP1306,Bob,Brown,25,DevOps-Florida,Pending,17-Apr-24,115536.66,bob.brown@example.com,5226557675,Excellent,TRUE
EMP1307,David,Johnson,30,Cloud Tech-Texas,Pending,09-Mar-20,81250.87,david.johnson@example.com,9523668787,Excellent,FALSE
EMP1308,Alice,Garcia,30,DevOps-Texas,Inactive,17-Jun-22,66403.75,alice.garcia@example.com,7883619688,Good,FALSE
EMP1309,Alice,Miller,30,Sales-California,Active,28-Jul-24,114147.79,alice.miller@example.com,3135030586,Excellent,FALSE
EMP1310,Frank,Garcia,30,HR-New York,Pending,03-Dec-22,65472.99,frank.garcia@example.com,2105524727,Good,FALSE
EMP1311,Alice,Davis,32,Sales-Nevada,Active,06-Jul-23,97512.51,alice.davis@example.com,6333021259,Good,TRUE
EMP1312,Alice,Brown,35,DevOps-Nevada,Inactive,28-May-24,86712.41,alice.brown@example.com,6501917919,Average,TRUE
EMP1313,Grace,Davis,30,HR-Florida,Active,25-Mar-24,87654.98,grace.davis@example.com,2521310961,Poor,FALSE
EMP1314,David,Williams,35,DevOps-New York,Inactive,28-Apr-20,89367.02,david.williams@example.com,2728476569,Poor,FALSE
EMP1315,Charlie,Garcia,40,Admin-California,Active,07-Nov-21,95269.41,charlie.garcia@example.com,4120092819,Good,TRUE
EMP1316,Frank,Williams,25,Sales-Nevada,Active,15-Apr-20,68792.31,frank.williams@example.com,6678498435,Average,FALSE
EMP1317,Alice,Smith,25,Admin-Illinois,Pending,07-Oct-23,89119.53,alice.smith@example.com,2418623689,Good,TRUE
EMP1318,Frank,Davis,35,Cloud Tech-New York,Active,27-Feb-24,58212.13,frank.davis@example.com,3628917755,Good,FALSE
EMP1319,Heidi,Miller,30,DevOps-Illinois,Pending,22-Feb-21,77764.24,heidi.miller@example.com,6205634110,Good,TRUE
EMP1320,Frank,Garcia,35,Finance-Florida,Pending,21-Aug-23,75148.17,frank.garcia@example.com,5950342810,Average,FALSE
EMP1321,Heidi,Jones,40,Cloud Tech-Nevada,Inactive,08-Apr-24,108781.18,heidi.jones@example.com,3904383033,Poor,FALSE
EMP1322,Frank,Brown,35,Finance-Texas,Pending,04-Nov-24,65489.19,frank.brown@example.com,1990970050,Average,TRUE
EMP1323,Eva,Johnson,32,Sales-Illinois,Pending,05-May-22,70663.46,eva.johnson@example.com,4054683564,Excellent,FALSE
EMP1324,David,Miller,40,Sales-New York,Inactive,01-Feb-23,95822.56,david.miller@example.com,2156818208,Average,FALSE
EMP1325,Eva,Miller,40,DevOps-Nevada,Pending,01-Oct-22,82258.03,eva.miller@example.com,6790422710,Average,TRUE
EMP1326,Frank,Williams,30,Admin-Nevada,Pending,27-Sep-22,62883.34,frank.williams@example.com,3322889856,Average,FALSE
EMP1327,Alice,Davis,32,Cloud Tech-Texas,Pending,09-Apr-20,103503.72,alice.davis@example.com,2545960632,Average,TRUE
EMP1328,David,Garcia,25,DevOps-New York,Active,23-Mar-21,85401.3,david.garcia@example.com,9912971023,Poor,TRUE
EMP1330,Eva,Smith,32,HR-Texas,Pending,23-Jul-24,98850.14,eva.smith@example.com,4955112746,Poor,FALSE
EMP1331,Charlie,Smith,25,Cloud Tech-Illinois,Active,08-May-21,63435.24,charlie.smith@example.com,4721970545,Poor,FALSE
EMP1332,Frank,Brown,35,Finance-Texas,Inactive,11-Apr-22,82129.84,frank.brown@example.com,6927589550,Average,FALSE
EMP1333,David,Williams,35,DevOps-Texas,Pending,23-Oct-24,95492.61,david.williams@example.com,6874090379,Good,FALSE
EMP1334,Grace,Miller,40,Finance-Illinois,Inactive,24-Apr-20,94572.37,grace.miller@example.com,2146296135,Good,FALSE
EMP1335,Bob,Garcia,40,Finance-Nevada,Inactive,04-Mar-23,118413.05,bob.garcia@example.com,7157787111,Poor,FALSE
EMP1336,Alice,Jones,30,Admin-Nevada,Pending,31-Aug-22,68976.65,alice.jones@example.com,1663651558,Poor,TRUE
EMP1337,Eva,Williams,32,Sales-Nevada,Active,02-Jan-21,115013.65,eva.williams@example.com,7371470826,Average,FALSE
EMP1338,David,Brown,32,Admin-Nevada,Inactive,06-Jun-20,70949.38,david.brown@example.com,2359096055,Poor,TRUE
EMP1339,Grace,Brown,32,HR-Florida,Pending,13-Oct-20,105334.87,grace.brown@example.com,7303064420,Average,FALSE
EMP1340,Bob,Williams,32,DevOps-California,Active,19-Jul-20,80596.18,bob.williams@example.com,2146147682,Good,FALSE
EMP1341,Frank,Brown,32,Sales-Illinois,Inactive,03-May-24,72846.37,frank.brown@example.com,4201654234,Good,TRUE
EMP1342,Heidi,Williams,40,Admin-California,Pending,07-Feb-22,80229.36,heidi.williams@example.com,6778265959,Excellent,FALSE
EMP1343,Grace,Johnson,25,Sales-California,Active,31-Dec-23,55145.47,grace.johnson@example.com,8931992549,Good,FALSE
EMP1345,Eva,Davis,40,HR-California,Active,28-Sep-20,56110.81,eva.davis@example.com,7279103367,Good,FALSE
EMP1346,Grace,Williams,25,Cloud Tech-Texas,Inactive,09-Feb-23,56514.5,grace.williams@example.com,2963533904,Average,FALSE
EMP1347,Frank,Brown,40,Cloud Tech-California,Inactive,05-Mar-22,104541.84,frank.brown@example.com,5044817765,Good,FALSE
EMP1348,David,Garcia,32,Sales-New York,Pending,18-Feb-22,61865.12,david.garcia@example.com,5586851275,Excellent,TRUE
EMP1349,Eva,Davis,40,Admin-Texas,Active,09-Jun-22,69317.33,eva.davis@example.com,5289286645,Good,FALSE
EMP1350,Bob,Brown,35,HR-New York,Pending,04-Jul-23,84706.17,bob.brown@example.com,4911110960,Average,FALSE
EMP1351,Heidi,Smith,25,Admin-California,Active,21-Mar-22,73255.21,heidi.smith@example.com,7981789045,Average,FALSE
EMP1352,Frank,Smith,40,HR-Florida,Pending,02-May-23,59528.71,frank.smith@example.com,3378613714,Poor,FALSE
EMP1353,David,Garcia,40,HR-New York,Inactive,15-Oct-21,70401.37,david.garcia@example.com,7660538443,Good,TRUE
EMP1354,Heidi,Garcia,32,Admin-California,Inactive,28-Jul-21,107154.62,heidi.garcia@example.com,4630600024,Average,TRUE
EMP1355,Bob,Davis,32,Admin-Illinois,Pending,03-Jan-21,97719.88,bob.davis@example.com,8955296385,Excellent,FALSE
EMP1356,Heidi,Johnson,30,Finance-California,Pending,21-May-20,107327.59,heidi.johnson@example.com,3960962625,Poor,FALSE
EMP1357,Grace,Garcia,40,Admin-Nevada,Inactive,10-May-21,67687.72,grace.garcia@example.com,5826312818,Excellent,TRUE
EMP1358,Grace,Smith,40,Cloud Tech-Florida,Pending,08-Sep-22,90757.08,grace.smith@example.com,6482531105,Good,TRUE
EMP1359,Grace,Williams,32,Cloud Tech-California,Pending,21-Jul-24,87583.42,grace.williams@example.com,920981959,Good,FALSE
EMP1360,Bob,Brown,25,Admin-Nevada,Pending,28-Dec-21,61643.69,bob.brown@example.com,2752334382,Good,TRUE
EMP1361,Grace,Smith,35,Finance-Texas,Active,20-Jul-20,68111.69,grace.smith@example.com,6404120910,Poor,FALSE
EMP1362,David,Smith,40,HR-Florida,Inactive,30-Apr-24,97568.88,david.smith@example.com,7911244210,Average,TRUE
EMP1363,Charlie,Johnson,35,Cloud Tech-Florida,Active,28-Aug-21,79118.28,charlie.johnson@example.com,7536170616,Poor,TRUE
EMP1364,Bob,Davis,30,HR-California,Inactive,21-Jul-22,104898.9,bob.davis@example.com,1366572239,Excellent,TRUE
EMP1365,Frank,Davis,40,Cloud Tech-Florida,Pending,27-Nov-23,81671.3,frank.davis@example.com,2990155798,Poor,TRUE
EMP1366,Alice,Miller,25,Cloud Tech-California,Pending,11-Aug-20,97399.75,alice.miller@example.com,8028413907,Excellent,FALSE
EMP1367,David,Johnson,32,Admin-Illinois,Active,08-Nov-21,89189.43,david.johnson@example.com,882351304,Poor,TRUE
EMP1368,David,Williams,40,DevOps-New York,Active,04-Aug-23,96011.55,david.williams@example.com,2312447314,Average,TRUE
EMP1369,David,Davis,40,Sales-Florida,Inactive,10-Jan-20,99331.49,david.davis@example.com,8477686341,Excellent,FALSE
EMP1370,Bob,Brown,32,Cloud Tech-Illinois,Active,19-Jan-22,72818.94,bob.brown@example.com,3461994236,Good,TRUE
EMP1371,Eva,Garcia,40,Sales-Nevada,Inactive,07-May-23,77204.75,eva.garcia@example.com,6769459195,Good,TRUE
EMP1372,Bob,Johnson,35,HR-Florida,Pending,19-Dec-20,106961.68,bob.johnson@example.com,6395517207,Poor,FALSE
EMP1373,Eva,Garcia,32,Sales-Texas,Pending,01-Oct-20,71923,eva.garcia@example.com,4964985600,Good,TRUE
EMP1374,Bob,Smith,30,HR-Nevada,Active,12-Nov-22,77192.43,bob.smith@example.com,2562531354,Excellent,FALSE
EMP1375,Grace,Brown,40,Admin-Florida,Pending,05-Jan-23,98540.3,grace.brown@example.com,2510505378,Good,FALSE
EMP1376,Charlie,Brown,32,Admin-Florida,Inactive,14-Oct-20,63096.9,charlie.brown@example.com,5381649382,Average,FALSE
EMP1377,Alice,Smith,35,Cloud Tech-Florida,Active,03-Feb-21,107065.12,alice.smith@example.com,1849196654,Average,FALSE
EMP1378,Heidi,Johnson,40,DevOps-Florida,Inactive,25-Dec-23,108792.43,heidi.johnson@example.com,3307704610,Poor,TRUE
EMP1379,Bob,Smith,32,Cloud Tech-New York,Inactive,07-Mar-20,69239.7,bob.smith@example.com,7295963903,Excellent,FALSE
EMP1380,Charlie,Garcia,40,Sales-Nevada,Inactive,30-Jan-23,85756.42,charlie.garcia@example.com,907426087,Average,TRUE
EMP1381,Eva,Miller,32,HR-Illinois,Active,05-Apr-24,100328.62,eva.miller@example.com,501716444,Average,TRUE
EMP1382,Grace,Brown,25,DevOps-Nevada,Active,01-Sep-21,111236.69,grace.brown@example.com,5618579063,Excellent,TRUE
EMP1383,Eva,Jones,35,Cloud Tech-Florida,Active,07-May-24,106832.22,eva.jones@example.com,7715910299,Good,TRUE
EMP1384,Frank,Jones,32,DevOps-Florida,Active,15-Jun-23,59746.45,frank.jones@example.com,2156321357,Good,TRUE
EMP1385,David,Garcia,25,Sales-California,Pending,29-Jul-21,91780.04,david.garcia@example.com,40104144,Poor,TRUE
EMP1386,Eva,Williams,35,Sales-California,Pending,23-Oct-23,107062.66,eva.williams@example.com,9642297124,Good,TRUE
EMP1387,Grace,Davis,25,HR-Nevada,Active,07-Dec-23,110625.52,grace.davis@example.com,2967188396,Excellent,TRUE
EMP1388,Frank,Smith,30,DevOps-Florida,Inactive,18-Oct-20,90419.79,frank.smith@example.com,7457314414,Average,TRUE
EMP1389,Grace,Smith,40,Finance-Texas,Pending,15-Jun-24,111608.76,grace.smith@example.com,8331170302,Good,TRUE
EMP1390,Eva,Williams,35,Finance-Florida,Inactive,06-Apr-23,50173.12,eva.williams@example.com,7637153987,Poor,FALSE
EMP1391,Bob,Williams,40,DevOps-Nevada,Pending,03-Jan-22,109507.44,bob.williams@example.com,5472812355,Good,FALSE
EMP1392,Grace,Garcia,30,Finance-New York,Inactive,03-Jul-21,72600.56,grace.garcia@example.com,7983631461,Excellent,FALSE
EMP1393,Charlie,Garcia,32,Finance-California,Pending,10-Apr-24,53388.65,charlie.garcia@example.com,4912711306,Poor,TRUE
EMP1394,Heidi,Williams,25,Cloud Tech-New York,Inactive,23-Jul-22,50047.32,heidi.williams@example.com,2407875417,Good,FALSE
EMP1395,David,Brown,30,DevOps-California,Active,25-Nov-24,115290.79,david.brown@example.com,1563268684,Poor,FALSE
EMP1396,Frank,Garcia,35,Cloud Tech-California,Pending,21-Aug-23,61586.76,frank.garcia@example.com,745106633,Excellent,FALSE
EMP1397,Eva,Miller,30,Finance-Nevada,Active,12-Dec-23,56662.86,eva.miller@example.com,3629489785,Average,TRUE
EMP1399,Frank,Smith,25,Finance-Nevada,Active,05-Sep-22,54957.98,frank.smith@example.com,3181439665,Excellent,TRUE
EMP1400,Bob,Garcia,25,HR-California,Inactive,07-Oct-20,76790.47,bob.garcia@example.com,1347323548,Excellent,TRUE
EMP1401,Charlie,Brown,30,Cloud Tech-Illinois,Pending,18-Jan-20,92722.35,charlie.brown@example.com,4012897431,Excellent,FALSE
EMP1402,Frank,Williams,30,DevOps-Nevada,Active,23-Apr-22,93125.32,frank.williams@example.com,5122572075,Average,FALSE
EMP1403,David,Smith,25,Cloud Tech-New York,Active,22-Apr-23,101100.64,david.smith@example.com,5024120956,Average,FALSE
EMP1404,Grace,Garcia,35,Admin-New York,Inactive,13-Aug-23,55897.41,grace.garcia@example.com,9073710093,Poor,FALSE
EMP1405,Eva,Brown,25,DevOps-California,Active,26-Nov-22,92484.88,eva.brown@example.com,3882211456,Good,TRUE
EMP1406,Grace,Miller,35,DevOps-Texas,Active,10-Oct-22,77011.99,grace.miller@example.com,7584745704,Average,TRUE
EMP1407,Bob,Garcia,32,Cloud Tech-California,Inactive,27-Sep-20,77078.68,bob.garcia@example.com,4589714801,Average,TRUE
EMP1408,Grace,Brown,35,Sales-Nevada,Active,11-Apr-24,82971.02,grace.brown@example.com,6325703964,Good,FALSE
EMP1409,Bob,Miller,25,Sales-Texas,Active,20-Jun-21,65102.01,bob.miller@example.com,3136148781,Average,TRUE
EMP1410,Grace,Williams,32,HR-Nevada,Pending,23-Oct-22,103697.7,grace.williams@example.com,4556964429,Excellent,TRUE
EMP1411,Grace,Garcia,25,DevOps-Illinois,Pending,15-Jun-23,60687.63,grace.garcia@example.com,9859167953,Excellent,FALSE
EMP1412,Bob,Miller,32,Admin-New York,Pending,31-Oct-21,77351.21,bob.miller@example.com,1072728497,Good,FALSE
EMP1413,Bob,Smith,35,DevOps-Florida,Pending,29-Sep-24,66704.62,bob.smith@example.com,2474140702,Poor,TRUE
EMP1414,Grace,Williams,25,Finance-Illinois,Pending,22-Apr-20,71650.3,grace.williams@example.com,4910740649,Poor,TRUE
EMP1415,Charlie,Smith,25,Cloud Tech-Nevada,Active,07-Dec-23,50794.54,charlie.smith@example.com,425488213,Good,TRUE
EMP1416,Frank,Jones,32,Sales-Nevada,Inactive,07-Dec-20,76030.86,frank.jones@example.com,2369143074,Good,TRUE
EMP1417,Eva,Johnson,25,Cloud Tech-California,Inactive,11-Jul-21,86669.79,eva.johnson@example.com,3666144941,Excellent,TRUE
EMP1418,Bob,Garcia,40,Finance-Illinois,Inactive,23-Apr-20,84972.7,bob.garcia@example.com,9659234267,Poor,TRUE
EMP1419,Frank,Miller,30,HR-Texas,Pending,12-Oct-23,100594.49,frank.miller@example.com,3441497825,Average,FALSE
EMP1420,Alice,Johnson,25,Cloud Tech-New York,Active,24-Aug-22,75478.35,alice.johnson@example.com,6128758574,Excellent,FALSE
EMP1421,Charlie,Johnson,25,Sales-Nevada,Pending,04-Sep-23,79355.85,charlie.johnson@example.com,6766708060,Good,FALSE
EMP1422,Grace,Miller,35,HR-Texas,Pending,02-Feb-22,58358.07,grace.miller@example.com,2943985297,Poor,TRUE
EMP1423,Alice,Williams,30,Admin-Illinois,Active,01-Apr-22,54824.85,alice.williams@example.com,9406260786,Average,FALSE
EMP1424,Eva,Garcia,35,HR-Texas,Pending,24-Jul-22,50557.84,eva.garcia@example.com,104159148,Average,TRUE
EMP1425,Eva,Jones,32,Admin-Florida,Inactive,26-Apr-23,118030.04,eva.jones@example.com,7501980381,Excellent,TRUE
EMP1426,David,Smith,32,Admin-New York,Active,19-Apr-22,51673.72,david.smith@example.com,8723244078,Poor,FALSE
EMP1427,Alice,Brown,35,Cloud Tech-Nevada,Inactive,04-Oct-24,101665.79,alice.brown@example.com,3110291812,Poor,TRUE
EMP1428,David,Smith,32,Admin-Florida,Inactive,02-May-20,118079.15,david.smith@example.com,3170876013,Good,TRUE
EMP1429,Eva,Brown,25,Cloud Tech-New York,Pending,25-Apr-22,99059.28,eva.brown@example.com,6723849790,Poor,FALSE
